frame,site,drive,pose,landing_x,landing_y,landing_z,northing,easting,planetocentric_latitude,planetodetic_latitude,longitude,elevation,map_pixel_line,map_pixel_sample,dem_pixel_line,dem_pixel_sample,roll,pitch,yaw,quat_s,quat_v1,quat_v2,quat_v3,sclk,sol
SITE,1,-1,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,0,-1
ROVER,1,0,0,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.414,-3.612,112.722,0.554112319,0.014571694,-0.034982380,0.831578882,397502188,0
ROVER,1,2,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,397504952,0
ROVER,1,4,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.414,-3.612,112.722,0.554112319,0.014571694,-0.034982380,0.831578882,397504957,0
ROVER,1,6,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.414,-3.612,112.722,0.554112319,0.014571694,-0.034982380,0.831578882,397505419,0
ROVER,1,8,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.422,-3.618,111.519,0.562814800,0.014201742,-0.035222400,0.825710100,397505425,0
SITE,2,-1,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,0,-1
SITE,3,-1,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,398648718,13
ROVER,3,0,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.422,-3.618,111.519,0.562814800,0.014201742,-0.035222400,0.825710100,397937710,5
ROVER,3,2,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.422,-3.618,111.519,0.562814800,0.014201742,-0.035222400,0.825710100,398554320,12
ROVER,3,4,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.422,-3.618,111.519,0.562814800,0.014201742,-0.035222400,0.825710100,398554324,12
ROVER,3,8,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.357,-3.661,111.573,0.562414100,0.014848284,-0.034954675,0.825983100,398830942,15
ROVER,3,12,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.369,-3.709,111.511,0.562863700,0.015117256,-0.035285387,0.825657840,398831006,15
ROVER,3,16,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.297,-3.777,111.405,0.563618700,0.015933800,-0.035112742,0.825134630,398831019,15
ROVER,3,20,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.257,-3.819,111.410,0.563572600,0.016429367,-0.035034940,0.825159700,398831136,15
ROVER,3,24,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.214,-3.757,111.443,0.563331000,0.016206000,-0.034417000,0.825355000,398831144,15
ROVER,3,28,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.244,-3.843,111.421,0.563491800,0.016666317,-0.035056500,0.825209200,398831205,15
ROVER,3,32,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.163,-3.714,111.530,0.562700150,0.016168585,-0.033821993,0.825810600,398831226,15
ROVER,3,36,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.152,-3.724,111.558,0.562498000,0.016305000,-0.033792000,0.825947000,398831234,15
ROVER,3,40,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.154,-3.690,111.565,0.562446000,0.016056000,-0.033640000,0.825994000,398831286,15
ROVER,3,44,-1,0.000,0.000,0.000,-272039.268,8146811.223,-4.589466996,-4.643738049,137.441632997,-4501.000,2101.07,23092.89,526.19,5773.73,-2.175,-3.690,111.532,0.562685600,0.015946588,-0.033791076,0.825826100,398831324,15
ROVER,3,50,-1,-0.301,0.840,0.007,-272039.569,8146812.063,-4.589472071,-4.643743183,137.441647171,-4501.007,2102.28,23096.25,526.49,5774.57,-0.941,-1.986,110.720,0.568431600,0.009591038,-0.016607033,0.822506960,398917067,16
ROVER,3,54,-1,-0.301,0.840,0.007,-272039.569,8146812.063,-4.589472071,-4.643743183,137.441647171,-4501.007,2102.28,23096.25,526.49,5774.57,-0.891,-2.005,110.945,0.566807600,0.010006256,-0.016317833,0.823627770,398917076,16
ROVER,3,60,-1,-1.558,4.170,-0.064,-272040.826,8146815.393,-4.589493283,-4.643764644,137.441703343,-4500.936,2107.30,23109.57,527.75,5777.90,-3.433,-2.284,111.899,0.560056400,-0.000262210,-0.035971116,0.827673140,398917326,16
ROVER,3,66,-1,-1.558,4.170,-0.064,-272040.826,8146815.393,-4.589493283,-4.643764644,137.441703343,-4500.936,2107.30,23109.57,527.75,5777.90,-4.169,2.398,168.895,0.095914390,-0.024332566,-0.034170200,0.994505300,398917503,16
ROVER,3,72,-1,-1.558,4.170,-0.064,-272040.826,8146815.393,-4.589493283,-4.643764644,137.441703343,-4500.936,2107.30,23109.57,527.75,5777.90,-0.775,4.177,-132.558,0.402229800,0.030644106,0.020846002,-0.914788250,398917673,16
ROVER,3,78,-1,0.118,5.987,0.000,-272039.150,8146817.210,-4.589465001,-4.643736030,137.441734000,-4501.000,2100.60,23116.84,526.07,5779.72,-1.329,5.414,-132.025,0.406559970,0.038437404,0.029785240,-0.912329100,398917746,16
ROVER,3,84,-1,0.118,5.987,0.000,-272039.150,8146817.210,-4.589465001,-4.643736030,137.441734000,-4501.000,2100.60,23116.84,526.07,5779.72,4.404,1.742,-44.045,0.926026940,0.041311520,-0.000324152,-0.375189750,399360797,21
ROVER,3,90,-1,3.922,3.140,0.000,-272035.346,8146814.363,-4.589400830,-4.643671107,137.441685971,-4501.000,2085.38,23105.45,522.27,5776.87,4.748,1.307,-43.727,0.927039500,0.042686433,-0.004850113,-0.372494430,399360933,21
ROVER,3,96,-1,3.922,3.140,0.000,-272035.346,8146814.363,-4.589400830,-4.643671107,137.441685971,-4501.000,2085.38,23105.45,522.27,5776.87,-3.173,4.562,-164.949,0.131904330,0.035821352,0.032635182,-0.990077260,399361028,21
ROVER,3,100,-1,3.922,3.140,0.000,-272035.346,8146814.363,-4.589400830,-4.643671107,137.441685971,-4501.000,2085.38,23105.45,522.27,5776.87,-2.905,4.657,-164.689,0.134082970,0.036876872,0.030511888,-0.989813570,399361043,21
ROVER,3,106,-1,7.195,3.952,0.272,-272032.073,8146815.175,-4.589345607,-4.643615236,137.441699677,-4501.272,2072.29,23108.70,519.00,5777.68,-3.961,4.800,-164.327,0.137575460,0.036748152,0.039909020,-0.989004500,399449704,22
ROVER,3,112,-1,7.195,3.952,0.272,-272032.073,8146815.175,-4.589345607,-4.643615236,137.441699677,-4501.272,2072.29,23108.70,519.00,5777.68,-4.016,-3.311,107.871,0.588904600,0.002715945,-0.045309152,0.806926900,399449838,22
ROVER,3,118,-1,7.047,4.437,0.313,-272032.221,8146815.660,-4.589348101,-4.643617760,137.441707850,-4501.313,2072.88,23110.64,519.15,5778.17,-3.961,-2.296,108.297,0.585778400,-0.004010569,-0.039730430,0.809486870,399449866,22
ROVER,3,124,-1,6.900,4.922,0.344,-272032.368,8146816.145,-4.589350594,-4.643620282,137.441716037,-4501.344,2073.47,23112.58,519.29,5778.65,-4.082,-0.897,108.387,0.584889650,-0.014488049,-0.033459850,0.810292900,399449885,22
ROVER,3,130,-1,6.750,5.408,0.361,-272032.518,8146816.631,-4.589353116,-4.643622833,137.441724226,-4501.361,2074.07,23114.52,519.44,5779.14,-4.240,0.298,108.632,0.582836570,-0.023690159,-0.028528660,0.811742840,399449904,22
ROVER,3,136,-1,6.598,5.892,0.381,-272032.670,8146817.115,-4.589355687,-4.643625434,137.441732399,-4501.381,2074.68,23116.46,519.59,5779.62,-4.074,-1.101,108.907,0.581249500,-0.012848412,-0.034505185,0.812891960,399449922,22
ROVER,3,142,-1,6.442,6.375,0.408,-272032.826,8146817.598,-4.589358311,-4.643628089,137.441740548,-4501.408,2075.30,23118.39,519.75,5780.11,-4.508,-1.110,109.353,0.578026240,-0.014841096,-0.037688960,0.815012300,399449941,22
ROVER,3,148,-1,6.294,6.860,0.435,-272032.974,8146818.083,-4.589360816,-4.643630624,137.441748733,-4501.435,2075.90,23120.33,519.90,5780.59,-4.020,-1.585,106.892,0.595548700,-0.009786616,-0.036403045,0.802434270,399449963,22
ROVER,3,154,-1,6.161,7.350,0.468,-272033.107,8146818.573,-4.589363063,-4.643632897,137.441756988,-4501.468,2076.43,23122.29,520.03,5781.08,-3.620,-2.229,106.647,0.597380300,-0.003271116,-0.036940817,0.801100200,399449985,22
ROVER,3,160,-1,6.016,7.835,0.508,-272033.252,8146819.058,-4.589365503,-4.643635365,137.441765180,-4501.508,2077.01,23124.23,520.18,5781.57,-3.589,-2.638,109.038,0.580583160,0.000564670,-0.038851420,0.813273250,399450007,22
ROVER,3,166,-1,5.863,8.318,0.544,-272033.405,8146819.541,-4.589368088,-4.643637981,137.441773332,-4501.544,2077.62,23126.17,520.33,5782.05,-3.148,-2.301,108.741,0.582651440,0.000320068,-0.034013250,0.812010050,399450030,22
ROVER,3,172,-1,5.712,8.802,0.582,-272033.556,8146820.025,-4.589370640,-4.643640563,137.441781493,-4501.582,2078.23,23128.10,520.48,5782.53,-3.172,-2.760,108.845,0.581955000,0.003482223,-0.036512890,0.812393370,399450049,22
ROVER,3,178,-1,5.557,9.285,0.620,-272033.711,8146820.508,-4.589373252,-4.643643205,137.441789634,-4501.620,2078.85,23130.03,520.64,5783.01,-2.706,-2.806,109.121,0.579976260,0.006257877,-0.033424500,0.813923360,399450068,22
ROVER,3,184,-1,5.412,9.770,0.660,-272033.856,8146820.993,-4.589375688,-4.643645670,137.441797824,-4501.660,2079.42,23131.97,520.78,5783.50,-2.189,-2.924,106.445,0.598792140,0.008996869,-0.030570455,0.800270260,399450090,22
ROVER,3,190,-1,5.281,10.259,0.701,-272033.987,8146821.482,-4.589377909,-4.643647917,137.441806076,-4501.701,2079.95,23133.93,520.91,5783.99,-2.328,-2.484,106.557,0.598013340,0.005227758,-0.029236933,0.800935600,399450111,22
ROVER,3,196,-1,5.148,10.749,0.735,-272034.120,8146821.972,-4.589380154,-4.643650189,137.441814331,-4501.735,2080.48,23135.89,521.05,5784.48,-2.370,-1.570,106.457,0.598669300,-0.001401789,-0.024762254,0.800612300,399450130,22
ROVER,3,202,-1,5.007,11.236,0.761,-272034.261,8146822.459,-4.589382531,-4.643652593,137.441822556,-4501.761,2081.05,23137.84,521.19,5784.97,-2.488,-0.983,108.542,0.583941500,-0.005715297,-0.022631073,0.811460100,399450153,22
ROVER,3,208,-1,4.856,11.721,0.784,-272034.412,8146822.944,-4.589385069,-4.643655161,137.441830737,-4501.784,2081.65,23139.78,521.34,5785.45,-2.440,-0.977,108.605,0.583499250,-0.005501923,-0.022263480,0.811789800,399450174,22
ROVER,3,214,-1,4.705,12.206,0.808,-272034.563,8146823.429,-4.589387615,-4.643657737,137.441838914,-4501.808,2082.25,23141.71,521.49,5785.94,-2.618,-1.223,108.575,0.583728500,-0.004671389,-0.024770658,0.811557530,399450194,22
ROVER,3,220,-1,4.555,12.690,0.836,-272034.713,8146823.913,-4.589390151,-4.643660303,137.441847091,-4501.836,2082.85,23143.65,521.64,5786.42,-2.692,-1.375,108.476,0.584446500,-0.003992268,-0.026068049,0.811003570,399450213,22
ROVER,3,226,-1,4.405,13.175,0.865,-272034.863,8146824.398,-4.589392673,-4.643662854,137.441855271,-4501.865,2083.45,23145.59,521.79,5786.91,-3.121,-1.068,108.624,0.583335800,-0.008316471,-0.027551710,0.811721000,399450231,22
ROVER,3,232,-1,4.254,13.660,0.893,-272035.014,8146824.883,-4.589395221,-4.643665432,137.441863444,-4501.893,2084.05,23147.53,521.94,5787.39,-3.016,-1.374,108.670,0.583054660,-0.005606679,-0.028364718,0.811918260,399450250,22
ROVER,3,238,-1,4.115,14.147,0.922,-272035.153,8146825.370,-4.589397579,-4.643667818,137.441871671,-4501.922,2084.61,23149.48,522.08,5787.88,-3.171,-1.813,106.091,0.601222160,-0.003994862,-0.031611703,0.798446400,399450273,22
ROVER,3,244,-1,3.985,14.638,0.954,-272035.283,8146825.861,-4.589399773,-4.643670037,137.441879941,-4501.954,2085.13,23151.44,522.21,5788.37,-3.561,-1.878,106.378,0.599215200,-0.005500865,-0.034687378,0.799817260,399450294,22
ROVER,3,250,-1,3.786,15.384,1.000,-272035.482,8146826.607,-4.589403124,-4.643673428,137.441892534,-4502.000,2085.93,23154.43,522.41,5789.11,-4.321,-1.627,105.889,0.602523860,-0.011390748,-0.038629204,0.797084100,399450322,22
ROVER,3,256,-1,3.786,15.384,1.000,-272035.482,8146826.607,-4.589403124,-4.643673428,137.441892534,-4502.000,2085.93,23154.43,522.41,5789.11,-1.420,-4.024,64.890,0.843553500,0.008384961,-0.036268294,0.535753550,399450365,22
ROVER,3,260,-1,3.786,15.384,1.000,-272035.482,8146826.607,-4.589403124,-4.643673428,137.441892534,-4502.000,2085.93,23154.43,522.41,5789.11,-1.283,-4.294,64.617,0.844761400,0.010565358,-0.037644554,0.533712860,399450377,22
ROVER,3,266,-1,3.786,15.384,1.000,-272035.482,8146826.607,-4.589403124,-4.643673428,137.441892534,-4502.000,2085.93,23154.43,522.41,5789.11,-2.289,-3.743,74.405,0.796315000,0.003840343,-0.038082060,0.603669940,399620341,24
ROVER,3,272,-1,3.786,15.384,1.000,-272035.482,8146826.607,-4.589403124,-4.643673428,137.441892534,-4502.000,2085.93,23154.43,522.41,5789.11,0.572,-4.120,45.787,0.920554000,0.018579000,-0.031178000,0.388926000,399620561,24
ROVER,3,278,-1,3.786,15.384,1.000,-272035.482,8146826.607,-4.589403124,-4.643673428,137.441892534,-4502.000,2085.93,23154.43,522.41,5789.11,-2.327,-3.643,74.399,0.796358170,0.003049501,-0.037587482,0.603648500,399620597,24
ROVER,3,284,-1,3.947,15.849,1.036,-272035.321,8146827.072,-4.589400416,-4.643670687,137.441900376,-4502.036,2085.29,23156.29,522.25,5789.58,-2.143,-4.156,73.882,0.798995440,0.006851566,-0.040212672,0.599951860,399620649,24
ROVER,3,290,-1,4.265,16.780,1.101,-272035.003,8146828.003,-4.589395048,-4.643665257,137.441916083,-4502.101,2084.01,23160.01,521.93,5790.51,-2.391,-2.956,73.895,0.799071400,-0.001170836,-0.033143780,0.600320760,399620828,24
ROVER,3,296,-1,4.750,18.175,1.182,-272034.518,8146829.398,-4.589386861,-4.643656974,137.441939616,-4502.182,2082.07,23165.59,521.44,5791.90,-3.773,-2.347,73.834,0.799311700,-0.014021380,-0.036131468,0.599665500,399621014,24
ROVER,3,302,-1,5.228,19.573,1.252,-272034.040,8146830.796,-4.589378791,-4.643648809,137.441963200,-4502.252,2080.16,23171.18,520.96,5793.30,-4.530,-2.866,74.367,0.796429340,-0.016378494,-0.043786310,0.602921900,399621196,24
ROVER,3,308,-1,5.695,20.975,1.312,-272033.573,8146832.198,-4.589370924,-4.643640850,137.441986858,-4502.312,2078.29,23176.79,520.50,5794.71,-5.124,-2.719,74.593,0.795133950,-0.021189835,-0.045931764,0.604320500,399621378,24
ROVER,3,314,-1,6.297,22.850,1.419,-272032.971,8146834.073,-4.589360768,-4.643630575,137.442018490,-4502.419,2075.89,23184.29,519.90,5796.58,-5.935,-2.384,75.295,0.791206840,-0.028288485,-0.048061084,0.609000500,399621672,24
ROVER,3,320,-1,6.906,24.724,1.498,-272032.362,8146835.947,-4.589350483,-4.643620170,137.442050101,-4502.498,2073.45,23191.79,519.29,5798.45,-5.890,-0.017,73.855,0.798345400,-0.040985405,-0.030984618,0.600004000,399621864,24
ROVER,3,326,-1,7.555,26.586,1.516,-272031.713,8146837.809,-4.589339537,-4.643609096,137.442081519,-4502.516,2070.85,23199.24,518.64,5800.32,-6.878,-0.811,73.219,0.801504730,-0.043938488,-0.041438800,0.594930600,399622056,24
ROVER,3,332,-1,7.325,28.471,1.408,-272031.943,8146839.694,-4.589343419,-4.643613023,137.442113313,-4502.408,2071.77,23206.77,518.87,5802.20,-4.105,6.446,126.374,0.448283700,-0.066277170,-0.006571678,0.891406700,399622288,24
ROVER,3,338,-1,7.325,28.471,1.408,-272031.943,8146839.694,-4.589343419,-4.643613023,137.442113313,-4502.408,2071.77,23206.77,518.87,5802.20,-6.831,4.174,97.687,0.654881000,-0.066555000,-0.020904000,0.752505000,399622475,24
ROVER,3,344,-1,7.325,28.471,1.408,-272031.943,8146839.694,-4.589343419,-4.643613023,137.442113313,-4502.408,2071.77,23206.77,518.87,5802.20,-4.309,6.555,126.259,0.449003500,-0.067930370,-0.007655860,0.890911160,399622509,24
ROVER,3,350,-1,7.325,28.471,1.408,-272031.943,8146839.694,-4.589343419,-4.643613023,137.442113313,-4502.408,2071.77,23206.77,518.87,5802.20,-0.696,7.852,160.505,0.168498340,-0.068501870,0.005621625,0.983302700,399622562,24
ROVER,3,356,-1,4.095,30.224,1.037,-272035.173,8146841.447,-4.589397908,-4.643668151,137.442142893,-4502.037,2084.69,23213.79,522.10,5803.95,-0.740,3.716,149.700,0.261001560,-0.032979686,0.002240431,0.964772300,399622726,24
ROVER,3,362,-1,1.188,32.502,1.000,-272038.080,8146843.725,-4.589446954,-4.643717772,137.442181325,-4502.000,2096.32,23222.90,525.00,5806.23,-2.284,-0.909,139.494,0.346232320,0.000538537,-0.021444350,0.937903500,399622834,24
ROVER,3,368,-1,1.188,32.502,1.000,-272038.080,8146843.725,-4.589446954,-4.643717772,137.442181325,-4502.000,2096.32,23222.90,525.00,5806.23,-1.623,-1.441,115.972,0.530182900,0.003154786,-0.018679071,0.847671600,399622867,24
ROVER,3,372,-1,1.188,32.502,1.000,-272038.080,8146843.725,-4.589446954,-4.643717772,137.442181325,-4502.000,2096.32,23222.90,525.00,5806.23,-1.370,-1.650,116.500,0.526266000,0.005952129,-0.017743600,0.850114050,399622879,24
ROVER,3,378,-1,-0.196,33.810,1.020,-272039.464,8146845.033,-4.589470297,-4.643741388,137.442203393,-4502.020,2101.85,23228.13,526.39,5807.54,-2.159,0.103,158.069,0.190165220,-0.004470263,-0.018327465,0.981570840,399801933,26
ROVER,3,382,-1,-0.196,33.810,1.020,-272039.464,8146845.033,-4.589470297,-4.643741388,137.442203393,-4502.020,2101.85,23228.13,526.39,5807.54,-2.233,0.144,158.228,0.188792180,-0.004910604,-0.018896455,0.981822970,399801954,26
ROVER,3,386,-1,-0.196,33.810,1.020,-272039.464,8146845.033,-4.589470297,-4.643741388,137.442203393,-4502.020,2101.85,23228.13,526.39,5807.54,-2.115,0.118,158.176,0.189251910,-0.004508442,-0.017925529,0.981754600,399802004,26
ROVER,3,392,-1,-0.644,33.999,1.014,-272039.912,8146845.222,-4.589477860,-4.643749039,137.442206573,-4502.014,2103.65,23228.89,526.84,5807.73,-1.774,0.457,158.220,0.188842600,-0.006838579,-0.014448799,0.981877270,399802123,26
ROVER,3,398,-1,-1.093,34.184,1.014,-272040.361,8146845.407,-4.589485444,-4.643756713,137.442209702,-4502.014,2105.45,23229.63,527.29,5807.91,-2.237,-0.185,158.732,0.184530570,-0.002016014,-0.019485524,0.982631500,399802180,26
ROVER,3,404,-1,-1.992,34.557,1.010,-272041.260,8146845.780,-4.589500600,-4.643772046,137.442215992,-4502.010,2109.04,23231.12,528.18,5808.29,-1.768,0.232,158.086,0.190017010,-0.004918777,-0.014757897,0.981657560,399802249,26
ROVER,3,410,-1,-2.889,34.932,1.002,-272042.157,8146846.155,-4.589515742,-4.643787366,137.442222313,-4502.002,2112.63,23232.62,529.08,5808.66,-1.521,0.294,157.979,0.190939620,-0.005053501,-0.012537994,0.981508700,399802319,26
ROVER,3,416,-1,-1.991,34.558,1.011,-272041.259,8146845.781,-4.589500592,-4.643772038,137.442216010,-4502.011,2109.04,23231.12,528.18,5808.29,-1.762,0.225,158.106,0.189846860,-0.004846195,-0.014720983,0.981691360,399802386,26
ROVER,3,422,-1,-1.991,34.558,1.011,-272041.259,8146845.781,-4.589500592,-4.643772038,137.442216010,-4502.011,2109.04,23231.12,528.18,5808.29,-1.916,1.256,168.021,0.104142610,-0.012641540,-0.015487125,0.994361460,399802437,26
ROVER,3,428,-1,-1.991,34.558,1.011,-272041.259,8146845.781,-4.589500592,-4.643772038,137.442216010,-4502.011,2109.04,23231.12,528.18,5808.29,-1.699,0.157,148.098,0.274764100,-0.005389901,-0.013875188,0.961396460,399802488,26
ROVER,3,432,-1,-1.991,34.558,1.011,-272041.259,8146845.781,-4.589500592,-4.643772038,137.442216010,-4502.011,2109.04,23231.12,528.18,5808.29,-1.700,0.159,148.099,0.274754000,-0.005412867,-0.013886192,0.961399000,399802531,26
ROVER,3,436,-1,-1.991,34.558,1.011,-272041.259,8146845.781,-4.589500592,-4.643772038,137.442216010,-4502.011,2109.04,23231.12,528.18,5808.29,-1.788,0.006,148.670,0.269980200,-0.004261022,-0.015008230,0.962739470,399802578,26
ROVER,3,442,-1,-2.404,34.816,1.009,-272041.672,8146846.039,-4.589507546,-4.643779074,137.442220364,-4502.009,2110.69,23232.16,528.60,5808.55,-1.721,0.105,148.939,0.267703600,-0.004900304,-0.014222017,0.963383900,399802703,26
ROVER,3,448,-1,-2.817,35.072,1.010,-272042.085,8146846.295,-4.589514517,-4.643786126,137.442224691,-4502.010,2112.34,23233.18,529.01,5808.80,-1.843,-0.363,149.067,0.266690280,-0.001236672,-0.016342478,0.963642950,399802761,26
ROVER,3,454,-1,-3.640,35.591,1.014,-272042.908,8146846.814,-4.589528397,-4.643800169,137.442233443,-4502.014,2115.63,23235.26,529.83,5809.32,-2.698,-0.688,148.570,0.270911480,-0.000600334,-0.024287747,0.962297600,399802833,26
ROVER,3,460,-1,-4.464,36.108,1.020,-272043.732,8146847.331,-4.589542298,-4.643814233,137.442242162,-4502.020,2118.93,23237.32,530.66,5809.84,-3.358,-0.775,148.786,0.269109670,-0.001372892,-0.030035151,0.962640100,399802901,26
ROVER,3,466,-1,-3.640,35.590,1.014,-272042.908,8146846.813,-4.589528408,-4.643800180,137.442233425,-4502.014,2115.63,23235.25,529.83,5809.32,-2.582,-0.517,148.573,0.270856300,-0.001763785,-0.022907693,0.962345540,399802969,26
ROVER,3,472,-1,-3.640,35.590,1.014,-272042.908,8146846.813,-4.589528408,-4.643800180,137.442233425,-4502.014,2115.63,23235.25,529.83,5809.32,-2.734,-0.170,158.496,0.186535610,-0.002992605,-0.023716297,0.982157350,399803028,26
ROVER,3,478,-1,-3.640,35.590,1.014,-272042.908,8146846.813,-4.589528408,-4.643800180,137.442233425,-4502.014,2115.63,23235.25,529.83,5809.32,-2.341,-1.188,138.575,0.353785130,0.002473616,-0.022774009,0.935046140,399803086,26
ROVER,3,484,-1,-3.640,35.590,1.014,-272042.908,8146846.813,-4.589528408,-4.643800180,137.442233425,-4502.014,2115.63,23235.25,529.83,5809.32,-1.990,-0.762,132.932,0.399330080,-0.000840276,-0.018574422,0.916618650,399803126,26
ROVER,3,490,-1,-6.993,39.114,1.076,-272046.261,8146850.337,-4.589584974,-4.643857410,137.442292868,-4502.076,2129.04,23249.35,533.19,5812.84,-2.954,-1.311,134.164,0.389530840,0.000499904,-0.028191760,0.920581700,399803265,26
ROVER,3,496,-1,-6.993,39.114,1.076,-272046.261,8146850.337,-4.589584974,-4.643857410,137.442292868,-4502.076,2129.04,23249.35,533.19,5812.84,-3.148,2.265,-165.864,0.123511420,0.016225373,0.029680464,-0.991766450,399803319,26
ROVER,3,502,-1,-6.993,39.114,1.076,-272046.261,8146850.337,-4.589584974,-4.643857410,137.442292868,-4502.076,2129.04,23249.35,533.19,5812.84,-3.128,-1.285,133.162,0.397558420,-0.000565904,-0.029499471,0.917102400,399803410,26
ROVER,3,508,-1,-10.294,42.685,1.152,-272049.562,8146853.908,-4.589640669,-4.643913757,137.442353119,-4502.152,2142.25,23263.63,536.49,5816.42,-4.991,-1.765,133.391,0.395814570,-0.003094518,-0.046073873,0.917168740,399803549,26
ROVER,3,514,-1,-13.535,46.310,1.108,-272052.803,8146857.533,-4.589695338,-4.643969067,137.442414269,-4502.108,2155.21,23278.13,539.73,5820.04,-3.474,-1.015,132.538,0.402489070,-0.004091056,-0.031307206,0.914880160,399803682,26
ROVER,3,520,-1,-16.736,49.968,1.000,-272056.004,8146861.191,-4.589749343,-4.644023705,137.442475987,-4502.000,2168.02,23292.76,542.93,5823.70,-2.173,0.264,132.495,0.402676600,-0.009741235,-0.016425800,0.915143100,399803815,26
ROVER,3,526,-1,-16.736,49.968,1.000,-272056.004,8146861.191,-4.589749343,-4.644023705,137.442475987,-4502.000,2168.02,23292.76,542.93,5823.70,0.040,-1.111,45.004,0.923820000,0.004029057,-0.008823755,0.382704100,399803890,26
ROVER,3,530,-1,-16.736,49.968,1.000,-272056.004,8146861.191,-4.589749343,-4.644023705,137.442475987,-4502.000,2168.02,23292.76,542.93,5823.70,0.250,-1.391,45.225,0.923044700,0.006677588,-0.010368746,0.384495050,399803902,26
ROVER,3,536,-1,-16.736,49.968,1.000,-272056.004,8146861.191,-4.589749343,-4.644023705,137.442475987,-4502.000,2168.02,23292.76,542.93,5823.70,-2.447,0.289,149.676,0.261436800,-0.008019152,-0.019948041,0.964981140,400065350,29
ROVER,3,542,-1,-17.132,50.346,1.016,-272056.400,8146861.569,-4.589756022,-4.644030463,137.442482362,-4502.016,2169.60,23294.28,543.32,5824.08,-2.331,0.920,148.724,0.269338040,-0.013207817,-0.017421631,0.962797500,400065379,29
ROVER,3,548,-1,-17.525,50.727,1.019,-272056.793,8146861.950,-4.589762646,-4.644037164,137.442488800,-4502.019,2171.17,23295.80,543.72,5824.46,-2.609,2.629,148.362,0.271950800,-0.028270185,-0.015642100,0.961768600,400065398,29
ROVER,3,554,-1,-17.922,51.104,1.013,-272057.190,8146862.327,-4.589769348,-4.644043944,137.442495157,-4502.013,2172.76,23297.31,544.11,5824.83,-2.439,3.274,150.615,0.252880840,-0.033025950,-0.013337547,0.966841600,400065420,29
