frame,site,drive,pose,landing_x,landing_y,landing_z,northing,easting,planetocentric_latitude,planetodetic_latitude,longitude,elevation,map_pixel_line,map_pixel_sample,dem_pixel_line,dem_pixel_sample,roll,pitch,yaw,quat_s,quat_v1,quat_v2,quat_v3,sclk,sol
ROVER,35,1508,-1,-3306.263,-3217.180,-28.803,-275345.531,8143594.043,-4.645245652,-4.700170437,137.387357226,-4472.197,15326.12,10224.17,3832.46,2556.55,1.456,2.568,-133.281,0.396105680,0.025605356,-0.002774876,-0.917843640,456264840,662
ROVER,35,1514,-1,-3306.605,-3217.529,-28.821,-275345.873,8143593.694,-4.645251424,-4.700176276,137.387351330,-4472.179,15327.49,10222.77,3832.80,2556.20,1.454,2.608,-133.430,0.394909100,0.025915423,-0.002655966,-0.918350760,456264872,662
ROVER,35,1520,-1,-3306.947,-3217.878,-28.840,-275346.215,8143593.345,-4.645257192,-4.700182112,137.387345446,-4472.160,15328.86,10221.38,3833.14,2555.85,1.294,3.061,-133.583,0.393635000,0.028996257,0.000147414,-0.918809350,456264899,662
ROVER,35,1526,-1,-3307.289,-3218.227,-28.865,-275346.557,8143592.996,-4.645262966,-4.700187953,137.387339559,-4472.135,15330.23,10219.98,3833.48,2555.50,1.583,4.050,-133.407,0.394757420,0.037911862,0.001297331,-0.918001950,456265054,662
ROVER,35,1532,-1,-3307.624,-3218.582,-28.897,-275346.892,8143592.641,-4.645268621,-4.700193675,137.387333568,-4472.103,15331.57,10218.56,3833.82,2555.15,1.767,4.777,-131.284,0.411444070,0.044310443,0.003152800,-0.910351800,456265086,662
ROVER,35,1538,-1,-3307.945,-3218.949,-28.933,-275347.213,8143592.274,-4.645274031,-4.700199148,137.387327372,-4472.067,15332.85,10217.09,3834.14,2554.78,2.071,4.512,-128.965,0.429744120,0.043298166,0.000656923,-0.901911740,456265115,662
ROVER,35,1544,-1,-3308.241,-3219.338,-28.962,-275347.509,8143591.885,-4.645279021,-4.700204196,137.387320816,-4472.038,15334.04,10215.54,3834.43,2554.39,2.291,3.207,-123.586,0.471883570,0.034097575,-0.004384284,-0.880990400,456265278,662
ROVER,35,1550,-1,-3308.501,-3219.752,-28.983,-275347.769,8143591.471,-4.645283404,-4.700208630,137.387313832,-4472.017,15335.07,10213.88,3834.69,2553.98,2.868,2.573,-118.348,0.511660600,0.032091413,-0.009985254,-0.858530100,456265309,662
ROVER,35,1556,-1,-3308.738,-3220.180,-28.997,-275348.006,8143591.043,-4.645287408,-4.700212682,137.387306615,-4472.003,15336.02,10212.17,3834.93,2553.55,2.987,2.152,-117.863,0.515377940,0.029529175,-0.012630428,-0.856361000,456265469,662
ROVER,35,1562,-1,-3308.955,-3220.618,-29.009,-275348.223,8143590.605,-4.645291063,-4.700216379,137.387299217,-4471.991,15336.89,10210.42,3835.15,2553.11,3.281,2.127,-112.612,0.553994500,0.031316380,-0.013517793,-0.831821260,456265631,662
ROVER,35,1568,-1,-3309.140,-3221.071,-29.023,-275348.408,8143590.152,-4.645294194,-4.700219547,137.387291581,-4471.977,15337.63,10208.61,3835.33,2552.66,3.205,2.188,-110.016,0.572697340,0.031667586,-0.011959611,-0.819067700,456265788,662
ROVER,35,1574,-1,-3309.276,-3221.540,-29.036,-275348.544,8143589.683,-4.645296484,-4.700221864,137.387283662,-4471.964,15338.18,10206.73,3835.47,2552.19,3.074,2.259,-100.035,0.641790600,0.032330740,-0.007889356,-0.766157450,456265952,662
ROVER,35,1580,-1,-3309.334,-3222.026,-29.052,-275348.602,8143589.197,-4.645297471,-4.700222862,137.387275476,-4471.948,15338.41,10204.79,3835.53,2551.70,2.643,2.396,-91.659,0.696112930,0.031063996,-0.001973708,-0.717257200,456266115,662
ROVER,35,1586,-1,-3309.336,-3222.515,-29.058,-275348.604,8143588.708,-4.645297500,-4.700222892,137.387267223,-4471.942,15338.42,10202.83,3835.53,2551.22,3.316,0.892,-86.532,0.727699700,0.026405504,-0.014163979,-0.685241040,456266276,662
ROVER,35,1592,-1,-3309.316,-3223.004,-29.060,-275348.584,8143588.219,-4.645297157,-4.700222545,137.387258974,-4471.940,15338.34,10200.88,3835.51,2550.73,3.241,0.807,-86.567,0.727521800,0.025413701,-0.014267976,-0.685465200,456266435,662
ROVER,35,1598,-1,-3309.304,-3223.493,-29.062,-275348.572,8143587.730,-4.645296964,-4.700222349,137.387250720,-4471.938,15338.29,10198.92,3835.50,2550.24,2.926,1.250,-88.995,0.712813100,0.025856625,-0.010113490,-0.700804300,456266600,662
ROVER,35,1604,-1,-3309.294,-3223.982,-29.068,-275348.562,8143587.241,-4.645296793,-4.700222177,137.387242465,-4471.932,15338.25,10196.96,3835.49,2549.75,2.364,1.090,-86.698,0.726864300,0.021524780,-0.007244655,-0.686405540,456266760,662
ROVER,35,1610,-1,-3309.275,-3224.471,-29.069,-275348.543,8143586.752,-4.645296473,-4.700221853,137.387234215,-4471.931,15338.17,10195.01,3835.47,2549.26,2.578,0.680,-86.878,0.725818630,0.020408610,-0.011158704,-0.687492800,456266918,662
ROVER,35,1616,-1,-3309.232,-3224.940,-29.070,-275348.500,8143586.283,-4.645295742,-4.700221113,137.387226308,-4471.930,15338.00,10193.13,3835.42,2548.79,2.002,0.454,-79.708,0.767512440,0.015948838,-0.008149948,-0.640783800,456267082,662
ROVER,35,1622,-1,-3309.232,-3224.940,-29.070,-275348.500,8143586.283,-4.645295742,-4.700221113,137.387226308,-4471.930,15338.00,10193.13,3835.42,2548.79,1.783,2.528,-144.845,0.301555750,0.025725381,-0.008163685,-0.953066470,456267282,662
ROVER,35,1626,-1,-3309.232,-3224.940,-29.070,-275348.500,8143586.283,-4.645295742,-4.700221113,137.387226308,-4471.930,15338.00,10193.13,3835.42,2548.79,2.214,2.791,-145.705,0.294237230,0.028962280,-0.011272927,-0.955226960,456267293,662
SITE,36,-1,-1,-3309.232,-3224.940,-29.070,-275348.500,8143586.283,-4.645295742,-4.700221113,137.387226308,-4471.930,15338.00,10193.13,3835.42,2548.79,0.000,-0.000,0.000,1.000000000,0.000000000,0.000000000,0.000000000,456799315,668
ROVER,36,0,0,-3309.232,-3224.940,-29.070,-275348.500,8143586.283,-4.645295742,-4.700221113,137.387226308,-4471.930,15338.00,10193.13,3835.42,2548.79,2.214,2.791,-145.705,0.294237230,0.028962280,-0.011272927,-0.955226960,456268040,662
ROVER,36,6,-1,-3310.040,-3225.440,-29.100,-275349.308,8143585.783,-4.645309374,-4.700234905,137.387217877,-4471.900,15341.23,10191.13,3836.23,2548.29,1.757,3.305,-150.561,0.253525170,0.031784553,-0.007492145,-0.966777440,456351275,663
ROVER,36,12,-1,-3310.895,-3225.879,-29.147,-275350.163,8143585.344,-4.645323795,-4.700249495,137.387210468,-4471.853,15344.65,10189.38,3837.09,2547.85,1.665,4.293,-155.068,0.215152350,0.039703973,-0.006089192,-0.975754100,456351350,663
ROVER,36,18,-1,-3311.757,-3226.224,-29.203,-275351.025,8143584.999,-4.645338333,-4.700264203,137.387204646,-4471.797,15348.10,10188.00,3837.95,2547.51,1.180,4.929,-160.062,0.172508400,0.044132568,-0.002689454,-0.984015200,456351425,663
ROVER,36,24,-1,-3312.663,-3226.501,-29.272,-275351.931,8143584.722,-4.645353618,-4.700279667,137.387199969,-4471.728,15351.72,10186.89,3838.86,2547.23,0.337,6.166,-164.974,0.130400660,0.053702258,0.004116121,-0.989997400,456351499,663
ROVER,36,30,-1,-3313.560,-3226.685,-29.346,-275352.828,8143584.538,-4.645368761,-4.700294987,137.387196872,-4471.654,15355.31,10186.15,3839.75,2547.05,-0.383,4.781,-170.123,0.086148210,0.041266195,0.006920410,-0.995403300,456351574,663
ROVER,36,36,-1,-3314.516,-3226.828,-29.429,-275353.784,8143584.395,-4.645384882,-4.700311297,137.387194459,-4471.571,15359.13,10185.58,3840.71,2546.90,-0.719,6.417,-170.324,0.084554880,0.055239435,0.010962886,-0.994826100,456351649,663
ROVER,36,42,-1,-3315.426,-3226.964,-29.525,-275354.694,8143584.259,-4.645400246,-4.700326842,137.387192160,-4471.475,15362.78,10185.04,3841.62,2546.77,-0.168,8.017,-170.637,0.081520950,0.069554314,0.007162676,-0.994215900,456351722,663
ROVER,36,48,-1,-3316.104,-3227.054,-29.598,-275355.372,8143584.169,-4.645411675,-4.700338405,137.387190646,-4471.402,15365.49,10184.68,3842.30,2546.68,0.358,7.937,-171.300,0.075448950,0.069243660,0.002139841,-0.994740250,456351790,663
ROVER,36,54,-1,-3315.974,-3227.020,-29.595,-275355.242,8143584.203,-4.645409476,-4.700336180,137.387191218,-4471.405,15364.97,10184.81,3842.17,2546.71,-7.212,-1.115,89.941,0.706470500,-0.037634395,-0.051319510,0.704875470,456351960,663
ROVER,36,60,-1,-3315.910,-3226.966,-29.576,-275355.178,8143584.257,-4.645408404,-4.700335096,137.387192130,-4471.424,15364.71,10185.03,3842.10,2546.76,-1.612,-6.045,29.285,0.966268300,-0.000261544,-0.054562610,0.251691070,456352119,663
ROVER,36,66,-1,-3316.752,-3227.445,-29.672,-275356.020,8143583.778,-4.645422607,-4.700349464,137.387184056,-4471.328,15368.08,10183.11,3842.94,2546.29,-2.601,-5.650,29.244,0.966470000,-0.009495961,-0.053402767,0.250985440,456352257,663
ROVER,36,72,-1,-3317.582,-3227.907,-29.747,-275356.850,8143583.316,-4.645436605,-4.700363627,137.387176256,-4471.253,15371.40,10181.26,3843.77,2545.82,-3.018,-3.930,29.331,0.966744000,-0.016781640,-0.039822455,0.252068670,456352341,663
ROVER,36,78,-1,-3318.383,-3228.352,-29.822,-275357.651,8143582.871,-4.645450120,-4.700377300,137.387168747,-4471.178,15374.60,10179.48,3844.58,2545.38,-3.447,-3.405,29.239,0.966983400,-0.021590494,-0.036321640,0.251312140,456352413,663
ROVER,36,84,-1,-3319.203,-3228.819,-29.903,-275358.471,8143582.404,-4.645463965,-4.700391308,137.387160872,-4471.097,15377.89,10177.62,3845.40,2544.91,-3.737,-4.454,29.549,0.966015930,-0.021597940,-0.045859948,0.253463200,456352490,663
ROVER,36,90,-1,-3320.031,-3229.287,-29.975,-275359.299,8143581.936,-4.645477929,-4.700405436,137.387152965,-4471.025,15381.20,10175.74,3846.22,2544.44,-3.337,-5.143,29.405,0.966205300,-0.016751412,-0.050758667,0.252171200,456352565,663
ROVER,36,96,-1,-3320.834,-3229.741,-30.052,-275360.102,8143581.482,-4.645491480,-4.700419145,137.387145313,-4470.948,15384.41,10173.93,3847.03,2543.99,-2.864,-3.779,29.026,0.967468500,-0.015916267,-0.038170744,0.249588390,456352642,663
ROVER,36,102,-1,-3321.651,-3230.192,-30.121,-275360.919,8143581.031,-4.645505256,-4.700433082,137.387137711,-4470.879,15387.68,10172.13,3847.84,2543.54,-2.736,-3.775,28.363,0.968914500,-0.015068037,-0.037773706,0.244030360,456352718,663
ROVER,36,108,-1,-3322.475,-3230.635,-30.194,-275361.743,8143580.588,-4.645519160,-4.700447150,137.387130233,-4470.806,15390.97,10170.35,3848.67,2543.10,-2.227,-3.963,28.770,0.968054230,-0.010220596,-0.038309712,0.247586180,456352793,663
ROVER,36,114,-1,-3323.300,-3231.087,-30.276,-275362.568,8143580.136,-4.645533079,-4.700461232,137.387122610,-4470.724,15394.27,10168.55,3849.49,2542.64,-2.358,-3.914,28.440,0.968761440,-0.011546658,-0.038147800,0.244770690,456352872,663
ROVER,36,120,-1,-3324.137,-3231.533,-30.348,-275363.405,8143579.690,-4.645547206,-4.700475524,137.387115084,-4470.652,15397.62,10166.76,3850.33,2542.20,-2.501,-3.822,28.617,0.968389200,-0.012894321,-0.037691943,0.246242640,456352949,663
ROVER,36,126,-1,-3324.963,-3231.985,-30.417,-275364.231,8143579.238,-4.645561136,-4.700489617,137.387107455,-4470.583,15400.92,10164.95,3851.16,2541.75,-2.324,-4.101,29.373,0.966693040,-0.010532077,-0.039739843,0.252615100,456353025,663
ROVER,36,132,-1,-3325.795,-3232.444,-30.478,-275365.063,8143578.779,-4.645575174,-4.700503819,137.387099711,-4470.522,15404.25,10163.12,3851.99,2541.29,-2.096,-3.553,29.240,0.967137930,-0.009866873,-0.034610886,0.251692180,456353106,663
ROVER,36,138,-1,-3326.627,-3232.895,-30.543,-275365.895,8143578.328,-4.645589205,-4.700518016,137.387092106,-4470.457,15407.58,10161.31,3852.82,2540.84,-1.844,-2.955,28.777,0.968288660,-0.009179088,-0.028967965,0.247979100,456353179,663
ROVER,36,144,-1,-3327.459,-3233.343,-30.599,-275366.727,8143577.880,-4.645603239,-4.700532214,137.387084547,-4470.401,15410.91,10159.52,3853.65,2540.39,-2.016,-2.768,28.541,0.968814250,-0.011094846,-0.027735906,0.245980840,456353254,663
ROVER,36,150,-1,-3328.296,-3233.792,-30.652,-275367.564,8143577.431,-4.645617357,-4.700546497,137.387076969,-4470.348,15414.25,10157.72,3854.49,2539.94,-2.470,-2.659,28.491,0.968886550,-0.015177211,-0.027786800,0.245471820,456353330,663
ROVER,36,156,-1,-3329.139,-3234.249,-30.701,-275368.407,8143576.974,-4.645631584,-4.700560890,137.387069254,-4470.299,15417.63,10155.89,3855.33,2539.48,-2.702,-2.671,28.554,0.968718700,-0.017098990,-0.028393010,0.245937970,456353434,663
ROVER,36,162,-1,-3329.987,-3234.697,-30.753,-275369.255,8143576.526,-4.645645883,-4.700575357,137.387061700,-4470.247,15421.02,10154.10,3856.18,2539.03,-2.564,-2.056,28.056,0.969876000,-0.017351720,-0.022827407,0.241905820,456353509,663
ROVER,36,168,-1,-3331.021,-3235.245,-30.800,-275370.289,8143575.978,-4.645663335,-4.700593014,137.387052457,-4470.200,15425.16,10151.91,3857.21,2538.49,-1.937,-1.696,28.138,0.969819500,-0.012795517,-0.018463960,0.242786910,456353595,663
ROVER,36,174,-1,-3331.021,-3235.245,-30.800,-275370.289,8143575.978,-4.645663335,-4.700593014,137.387052457,-4470.200,15425.16,10151.91,3857.21,2538.49,-2.284,2.307,119.848,0.500598200,-0.027398987,-0.007156349,0.865216430,456353712,663
ROVER,36,178,-1,-3331.021,-3235.245,-30.800,-275370.289,8143575.978,-4.645663335,-4.700593014,137.387052457,-4470.200,15425.16,10151.91,3857.21,2538.49,-2.343,2.339,119.674,0.501890300,-0.027917132,-0.007419846,0.864448800,456353724,663
ROVER,36,184,-1,-3330.822,-3235.587,-30.789,-275370.090,8143575.636,-4.645659984,-4.700589624,137.387046679,-4470.211,15424.36,10150.54,3857.02,2538.14,-2.445,2.291,119.382,0.504079600,-0.028018016,-0.008330942,0.863162460,456438737,664
ROVER,36,190,-1,-3330.822,-3235.587,-30.789,-275370.090,8143575.636,-4.645659984,-4.700589624,137.387046679,-4470.211,15424.36,10150.54,3857.02,2538.14,-1.784,-1.159,25.122,0.975930630,-0.012998474,-0.013255347,0.217289660,456438819,664
ROVER,36,196,-1,-3331.254,-3235.786,-30.809,-275370.522,8143575.437,-4.645667261,-4.700596986,137.387043333,-4470.191,15426.09,10149.75,3857.45,2537.94,-1.558,-1.867,24.563,0.976941050,-0.009822041,-0.018806370,0.212452370,456438881,664
ROVER,36,202,-1,-3333.042,-3236.608,-30.869,-275372.310,8143574.615,-4.645697425,-4.700627504,137.387029459,-4470.131,15433.24,10146.46,3859.23,2537.12,-1.840,-0.823,23.404,0.979087230,-0.014261685,-0.010289590,0.202679400,456438979,664
ROVER,36,214,-1,-3336.645,-3238.194,-30.716,-275375.913,8143573.029,-4.645758208,-4.700688999,137.387002698,-4470.284,15447.65,10140.11,3862.84,2535.54,-2.138,3.436,22.491,0.980080000,-0.024139088,0.025764024,0.195439790,456439094,664
ROVER,36,220,-1,-3338.452,-3238.975,-30.650,-275377.720,8143572.248,-4.645788694,-4.700719842,137.386989521,-4470.350,15454.88,10136.99,3864.64,2534.75,-2.496,1.066,22.718,0.980098100,-0.023185095,0.004826041,0.197096050,456439152,664
ROVER,36,226,-1,-3340.257,-3239.763,-30.618,-275379.525,8143571.460,-4.645819155,-4.700750660,137.386976236,-4470.382,15462.10,10133.84,3866.45,2533.97,-1.613,0.744,22.946,0.979882060,-0.015086192,0.003559244,0.198974650,456439209,664
ROVER,36,238,-1,-3343.878,-3241.314,-30.571,-275383.146,8143569.909,-4.645880249,-4.700812470,137.386950062,-4470.429,15476.59,10127.63,3870.07,2532.42,-1.138,1.993,22.244,0.980988900,-0.013102159,0.015150451,0.193027390,456439326,664
ROVER,36,244,-1,-3345.700,-3242.064,-30.516,-275384.968,8143569.159,-4.645910972,-4.700843553,137.386937424,-4470.484,15483.87,10124.64,3871.89,2531.67,-2.049,0.424,21.427,0.982393150,-0.018252818,0.000310204,0.185931430,456439383,664
ROVER,36,250,-1,-3347.526,-3242.803,-30.528,-275386.794,8143568.420,-4.645941779,-4.700874720,137.386924956,-4470.472,15491.17,10121.68,3873.72,2530.93,-3.149,-0.998,21.122,0.982694900,-0.025416741,-0.013597918,0.182974920,456439440,664
ROVER,36,256,-1,-3349.280,-3243.692,-30.592,-275388.548,8143567.531,-4.645971368,-4.700904657,137.386909959,-4470.408,15498.19,10118.13,3875.47,2530.04,-3.566,-1.243,30.980,0.963243100,-0.027085293,-0.018757664,0.266603100,456439514,664
ROVER,36,262,-1,-3349.693,-3243.932,-30.603,-275388.961,8143567.291,-4.645978336,-4.700911706,137.386905896,-4470.397,15499.84,10117.16,3875.89,2529.80,-3.109,-1.058,25.569,0.974865000,-0.024412068,-0.015004996,0.220945920,456439547,664
ROVER,36,268,-1,-3351.459,-3244.803,-30.609,-275390.727,8143566.420,-4.646008129,-4.700941849,137.386891210,-4470.391,15506.91,10113.68,3877.65,2528.93,-4.127,0.672,25.884,0.973900850,-0.036400173,-0.002355631,0.224023730,456439655,664
ROVER,36,274,-1,-3353.223,-3245.678,-30.568,-275392.491,8143565.545,-4.646037897,-4.700971965,137.386876444,-4470.432,15513.96,10110.18,3879.42,2528.05,-4.540,1.715,25.488,0.974359450,-0.041929338,0.005846063,0.220978290,456439713,664
ROVER,36,280,-1,-3354.988,-3246.549,-30.484,-275394.256,8143564.674,-4.646067677,-4.701002094,137.386861754,-4470.516,15521.02,10106.70,3881.18,2527.18,-4.409,2.525,25.912,0.973395200,-0.042414860,0.012833599,0.224806500,456439771,664
ROVER,36,286,-1,-3356.750,-3247.426,-30.399,-275396.018,8143563.797,-4.646097407,-4.701032172,137.386846963,-4470.601,15528.07,10103.19,3882.94,2526.30,-3.262,2.640,25.677,0.974200300,-0.032859027,0.016127858,0.222697050,456439828,664
ROVER,36,292,-1,-3358.510,-3248.305,-30.289,-275397.778,8143562.918,-4.646127088,-4.701062201,137.386832122,-4470.711,15535.11,10099.67,3884.70,2525.42,-2.908,3.636,26.245,0.972901400,-0.031898506,0.025124762,0.227627100,456439887,664
ROVER,36,298,-1,-3360.264,-3249.197,-30.190,-275399.532,8143562.026,-4.646156682,-4.701092142,137.386817086,-4470.810,15542.13,10096.11,3886.46,2524.53,-1.325,2.396,26.289,0.973467000,-0.016013948,0.017726427,0.227577180,456439945,664
ROVER,36,304,-1,-3362.020,-3250.086,-30.113,-275401.288,8143561.137,-4.646186306,-4.701122113,137.386802074,-4470.887,15549.15,10092.55,3888.21,2523.64,-0.750,2.324,26.385,0.973358330,-0.011000037,0.018247431,0.228297140,456440002,664
ROVER,36,310,-1,-3363.775,-3250.977,-30.036,-275403.043,8143560.246,-4.646215923,-4.701152077,137.386787046,-4470.964,15556.17,10088.98,3889.97,2522.75,-0.571,2.255,26.178,0.973796960,-0.009306625,0.018042265,0.226511340,456440059,664
ROVER,36,316,-1,-3365.532,-3251.866,-29.973,-275404.800,8143559.357,-4.646245562,-4.701182064,137.386772046,-4471.027,15563.20,10085.43,3891.73,2521.86,-0.873,0.972,26.083,0.974128700,-0.009337418,0.006541572,0.225706030,456440121,664
ROVER,36,322,-1,-3367.290,-3252.756,-29.964,-275406.558,8143558.467,-4.646275212,-4.701212061,137.386757032,-4471.036,15570.23,10081.87,3893.48,2520.97,-0.868,-0.848,26.472,0.973393000,-0.005674000,-0.008940000,0.228895000,456440177,664
ROVER,36,328,-1,-3367.733,-3252.978,-29.971,-275407.001,8143558.245,-4.646282695,-4.701219632,137.386753289,-4471.029,15572.01,10080.98,3893.93,2520.75,-1.031,-1.409,26.249,0.973790050,-0.005973565,-0.014015179,0.226937890,456440211,664
ROVER,36,334,-1,-3369.491,-3253.864,-30.030,-275408.759,8143557.359,-4.646312347,-4.701249632,137.386738348,-4470.970,15579.04,10077.44,3895.68,2519.87,-1.207,-2.560,26.313,0.973509300,-0.005170404,-0.024151158,0.227309530,456440321,664
ROVER,36,340,-1,-3371.246,-3254.754,-30.129,-275410.514,8143556.469,-4.646341949,-4.701279580,137.386723327,-4470.871,15586.05,10073.88,3897.44,2518.98,-1.865,-2.788,26.333,0.973385700,-0.010300338,-0.027391076,0.227297050,456440380,664
ROVER,36,346,-1,-3373.002,-3255.644,-30.204,-275412.270,8143555.579,-4.646371575,-4.701309553,137.386708317,-4470.796,15593.08,10070.32,3899.19,2518.09,-1.852,-3.052,26.406,0.973193500,-0.009644658,-0.029610282,0.227869510,456440438,664
ROVER,36,352,-1,-3374.755,-3256.532,-30.334,-275414.023,8143554.691,-4.646401162,-4.701339487,137.386693339,-4470.666,15600.09,10066.77,3900.95,2517.20,-2.713,-5.124,25.983,0.973393900,-0.013002171,-0.048858266,0.223490580,456440495,664
ROVER,36,358,-1,-3376.508,-3257.407,-30.541,-275415.776,8143553.816,-4.646430726,-4.701369397,137.386678562,-4470.459,15607.10,10063.26,3902.70,2516.32,-3.908,-7.071,25.571,0.973248000,-0.019546300,-0.067631700,0.218705760,456440554,664
ROVER,36,364,-1,-3378.266,-3258.275,-30.736,-275417.534,8143552.948,-4.646460381,-4.701399399,137.386663927,-4470.264,15614.13,10059.79,3904.46,2515.46,-2.548,-4.082,25.623,0.974420200,-0.013767670,-0.039647095,0.220780150,456440612,664
ROVER,36,370,-1,-3380.034,-3259.140,-30.772,-275419.302,8143552.083,-4.646490211,-4.701429579,137.386649326,-4470.228,15621.21,10056.33,3906.23,2514.59,-1.225,1.195,24.771,0.976593140,-0.012677849,0.007894319,0.214575990,456440669,664
ROVER,36,376,-1,-3381.814,-3259.985,-30.780,-275421.082,8143551.238,-4.646520236,-4.701459956,137.386635078,-4470.220,15628.33,10052.95,3908.01,2513.75,-3.653,-1.198,25.221,0.975400450,-0.028822571,-0.017154029,0.217873780,456440730,664
ROVER,36,382,-1,-3383.588,-3260.837,-30.819,-275422.856,8143550.386,-4.646550176,-4.701490247,137.386620704,-4470.181,15635.42,10049.54,3909.78,2512.89,-4.776,-1.657,24.809,0.975834370,-0.037589540,-0.023062060,0.214014950,456440789,664
ROVER,36,388,-1,-3385.891,-3261.934,-30.933,-275425.159,8143549.289,-4.646589029,-4.701529555,137.386602195,-4470.067,15644.64,10045.16,3912.08,2511.80,-4.934,-2.988,24.733,0.975801470,-0.036456600,-0.034655873,0.212794100,456440864,664
ROVER,36,394,-1,-3386.311,-3262.137,-30.945,-275425.579,8143549.086,-4.646596103,-4.701536712,137.386598773,-4470.055,15646.31,10044.34,3912.50,2511.59,-5.172,-2.015,24.602,0.976065100,-0.040337235,-0.026776064,0.212020930,456440941,664
ROVER,36,400,-1,-3388.095,-3262.968,-30.993,-275427.363,8143548.255,-4.646626204,-4.701567166,137.386584748,-4470.007,15653.45,10041.02,3914.29,2510.76,-3.293,-2.735,24.946,0.975865000,-0.022893610,-0.029491538,0.215159460,456441036,664
ROVER,36,406,-1,-3389.458,-3263.615,-31.050,-275428.726,8143547.608,-4.646649203,-4.701590434,137.386573838,-4469.950,15658.90,10038.43,3915.65,2510.12,-1.155,-0.361,24.244,0.977654460,-0.009193839,-0.005198843,0.209952770,456441085,664
ROVER,36,412,-1,-3389.458,-3263.615,-31.050,-275428.726,8143547.608,-4.646649203,-4.701590434,137.386573838,-4469.950,15658.90,10038.43,3915.65,2510.12,1.680,-1.513,159.848,0.174732790,0.015559567,0.012125373,0.984418300,456441196,664
ROVER,36,416,-1,-3389.458,-3263.615,-31.050,-275428.726,8143547.608,-4.646649203,-4.701590434,137.386573838,-4469.950,15658.90,10038.43,3915.65,2510.12,1.839,-2.557,160.569,0.168340900,0.024698893,0.012047551,0.985345700,456441208,664
ROVER,36,422,-1,-3389.458,-3263.615,-31.050,-275428.726,8143547.608,-4.646649203,-4.701590434,137.386573838,-4469.950,15658.90,10038.43,3915.65,2510.12,1.927,2.391,105.138,0.607867700,-0.006344954,0.026030319,0.793586130,456525967,665
ROVER,36,428,-1,-3389.342,-3264.074,-31.044,-275428.610,8143547.149,-4.646647252,-4.701588460,137.386566092,-4469.956,15658.44,10036.60,3915.54,2509.66,2.208,1.140,105.491,0.605368000,0.003745878,0.021352867,0.795650400,456526028,665
ROVER,36,434,-1,-3388.843,-3265.958,-31.083,-275428.111,8143545.265,-4.646638834,-4.701579944,137.386534315,-4469.917,15656.45,10029.06,3915.04,2507.77,3.313,-0.618,105.108,0.607628640,0.021853099,0.019669252,0.793676900,456526121,665
ROVER,36,440,-1,-3388.343,-3267.842,-31.064,-275427.611,8143543.381,-4.646630384,-4.701571395,137.386502529,-4469.936,15654.44,10021.52,3914.54,2505.89,3.291,2.625,105.008,0.608817800,-0.000693484,0.036715366,0.792459700,456526180,665
ROVER,36,446,-1,-3387.868,-3269.731,-30.976,-275427.136,8143541.492,-4.646622375,-4.701563292,137.386470657,-4470.024,15652.54,10013.97,3914.06,2504.00,2.618,3.965,104.175,0.614551100,-0.013252275,0.039264698,0.787787800,456526237,665
ROVER,36,452,-1,-3387.408,-3271.620,-30.831,-275426.676,8143539.603,-4.646614613,-4.701555439,137.386438787,-4470.169,15650.70,10006.41,3913.60,2502.11,1.187,7.063,103.550,0.618042400,-0.041988827,0.046237140,0.783659800,456526294,665
ROVER,36,458,-1,-3386.950,-3273.497,-30.566,-275426.218,8143537.726,-4.646606888,-4.701547623,137.386407128,-4470.434,15648.87,9998.91,3913.14,2500.23,2.554,10.306,104.340,0.612272100,-0.057308357,0.072607964,0.785217640,456526352,665
ROVER,36,464,-1,-3386.507,-3275.371,-30.262,-275425.775,8143535.852,-4.646599410,-4.701540058,137.386375506,-4470.738,15647.10,9991.41,3912.70,2498.36,2.436,9.843,103.535,0.617865440,-0.054267596,0.069716290,0.781304660,456526411,665
ROVER,36,470,-1,-3386.066,-3277.246,-29.956,-275425.334,8143533.977,-4.646591982,-4.701532542,137.386343877,-4471.044,15645.34,9983.91,3912.26,2496.48,2.576,8.188,102.965,0.622261100,-0.041882403,0.061996250,0.779226200,456526468,665
ROVER,36,476,-1,-3385.617,-3279.126,-29.702,-275424.885,8143532.097,-4.646584405,-4.701524877,137.386312159,-4471.298,15643.54,9976.39,3911.81,2494.60,5.129,8.462,106.019,0.602081840,-0.032018427,0.079990850,0.793771860,456526526,665
ROVER,36,482,-1,-3384.960,-3280.945,-29.472,-275424.228,8143530.278,-4.646573327,-4.701513669,137.386281472,-4471.528,15640.91,9969.11,3911.15,2492.79,10.288,6.484,114.648,0.541122100,0.000919896,0.105756350,0.834267140,456526591,665
ROVER,36,488,-1,-3384.960,-3280.945,-29.472,-275424.228,8143530.278,-4.646573327,-4.701513669,137.386281472,-4471.528,15640.91,9969.11,3911.15,2492.79,8.847,7.415,104.968,0.609853400,-0.004263216,0.100306120,0.786129360,456526614,665
ROVER,36,494,-1,-3384.556,-3282.471,-29.290,-275423.824,8143528.752,-4.646566495,-4.701506757,137.386255724,-4471.710,15639.29,9963.01,3910.75,2491.26,11.593,7.171,105.327,0.607232000,0.011669208,0.117878320,0.785644900,456526671,665
ROVER,36,500,-1,-3384.556,-3282.471,-29.290,-275423.824,8143528.752,-4.646566495,-4.701506757,137.386255724,-4471.710,15639.29,9963.01,3910.75,2491.26,4.426,14.116,65.954,0.834492000,-0.034680560,0.123862180,0.535797000,456526712,665
